codi,comarca,espanyola,resta_ue,resta_d'europa,africa,america_del_nord_i_central,america_del_sud,asia_i_oceania,total,espanyola_pct,espanyola_ratio,resta_ue_pct,resta_ue_ratio,resta_d'europa_pct,resta_d'europa_ratio,africa_pct,africa_ratio,america_del_nord_i_central_pct,america_del_nord_i_central_ratio,america_del_sud_pct,america_del_sud_ratio,asia_i_oceania_pct,asia_i_oceania_ratio
14,bergueda,36253,891,214,1433,333,907,275,40306,89.94,0.899444251476207,2.21,0.022105889941944127,0.53,0.005309383218379398,3.56,0.03555301940157793,0.83,0.008261797251029624,2.25,0.02250285317322483,0.68,0.006822805537637077
15,cerdanya,16758,736,251,361,237,1041,85,19469,86.08,0.860752991935898,3.78,0.03780368791411988,1.29,0.012892290307668601,1.85,0.018542298012224564,1.22,0.012173198417997843,5.35,0.05346961836766141,0.44,0.004365915044429606
16,conca de barbera,17800,760,288,947,72,178,166,20211,88.07,0.8807085250606106,3.76,0.03760328533966652,1.42,0.014249666023452576,4.69,0.046855672653505515,0.36,0.003562416505863144,0.88,0.008807085250606106,0.82,0.008213349166295581
17,garraf,132856,8930,3641,3492,1549,4294,1569,156331,84.98,0.8498378440616384,5.71,0.05712238775418823,2.33,0.02329032629484875,2.23,0.02233722038495244,0.99,0.0099084634525462,2.75,0.02746736092009902,1.0,0.010036397131726913
18,garrigues,16217,1237,78,1252,55,128,60,19027,85.23,0.8523151311294477,6.5,0.06501287643874494,0.41,0.00409943764124665,6.58,0.06580122983129237,0.29,0.002890629106007253,0.67,0.006727282283071425,0.32,0.0031534135701897304
19,garrotxa,49207,1910,777,2757,1283,1104,2656,59694,82.43,0.8243207022481321,3.2,0.031996515562703116,1.3,0.013016383556136294,4.62,0.0461855462860589,2.15,0.021492947364894294,1.85,0.01849432103729018,4.45,0.04449358394478507
20,girones,157744,6375,2058,16186,7974,4073,3037,197447,79.89,0.7989181907043409,3.23,0.03228714541117363,1.04,0.010423050236265935,8.2,0.08197642911768728,4.04,0.04038552117783507,2.06,0.02062832051132709,1.54,0.01538134284137009
21,maresme,405563,11786,4804,20445,3771,8948,6110,461427,87.89,0.8789320954343808,2.55,0.02554250184752951,1.04,0.010411180966870166,4.43,0.04430820043040394,0.82,0.008172473652387052,1.94,0.019392016505319368,1.32,0.013241531163109225
22,montsia,56693,5640,926,3089,329,1294,1037,69008,82.15,0.8215424298632042,8.17,0.0817296545328078,1.34,0.013418734059819151,4.48,0.044762926037560866,0.48,0.004767563181080454,1.88,0.018751449107349872,1.5,0.015027243218177602
23,noguera,32085,2682,271,3168,112,683,187,39188,81.87,0.8187455343472492,6.84,0.06843931815861999,0.69,0.006915382259875472,8.08,0.08084107379810146,0.29,0.0028580177605389404,1.74,0.017428804736143718,0.48,0.004771868939471267
24,osona,137829,3508,948,15215,1120,2842,3317,164779,83.64,0.8364476055808082,2.13,0.021289120579685517,0.58,0.0057531602934839995,9.23,0.09233579521662348,0.68,0.006796982625213164,1.72,0.017247343411478405,2.01,0.0201299922927072
25,pallars jussa,11357,680,128,570,124,344,51,13254,85.69,0.8568733967104271,5.13,0.051305266334691416,0.97,0.009657461898294854,4.3,0.04300588501584427,0.94,0.00935566621397314,2.6,0.025954428851667422,0.38,0.003847894975101856
26,pallars sobira,6496,381,34,83,46,148,29,7217,90.01,0.9000969932104753,5.28,0.052792018844395175,0.47,0.004711098794512956,1.15,0.011500623527781627,0.64,0.006373839545517528,2.05,0.020507135929056394,0.4,0.00401829014826105
27,pla d'urgell,29696,3001,279,3621,101,528,184,37410,79.38,0.7937984496124031,8.02,0.08021919272921679,0.75,0.007457898957497995,9.68,0.09679230152365678,0.27,0.0026998128842555466,1.41,0.014113873295910184,0.49,0.00491847099705961
28,pla de l'estany,28055,952,258,2231,594,503,300,32893,85.29,0.8529170340193962,2.89,0.028942328154926582,0.78,0.00784361414282674,6.78,0.06782598121180798,1.81,0.018058553491624357,1.53,0.01529200741799167,0.91,0.009120481561426443
29,priorat,8187,444,126,402,44,95,13,9311,87.93,0.8792825690044034,4.77,0.047685533240253465,1.35,0.013532381054666523,4.32,0.04317473955536462,0.47,0.0047255933841692625,1.02,0.010202985715819998,0.14,0.0013961980453227366
30,ribera d'ebre,18270,1162,759,1268,83,167,208,21917,83.36,0.8335994889811562,5.3,0.053018205046311086,3.46,0.034630652005292695,5.79,0.05785463338960624,0.38,0.003787014646165077,0.76,0.007619655974814071,0.95,0.009490349956654652
31,ripolles,22875,432,128,1118,302,537,186,25578,89.43,0.8943232465399953,1.69,0.01688951442646024,0.5,0.005004300570803034,4.37,0.04370943779810775,1.18,0.011807021659238408,2.1,0.020994604738447102,0.73,0.007271874266948158
32,segarra,16971,2185,1393,2477,112,376,100,23614,71.87,0.718683831625307,9.25,0.09252985517066147,5.9,0.058990429406284406,10.49,0.10489540103328535,0.47,0.004742949097992716,1.59,0.015922757686118404,0.42,0.00423477598035064
33,segria,169756,11953,1835,19266,1306,4785,2572,211473,80.27,0.8027313179460263,5.65,0.05652258207903609,0.87,0.008677230663016082,9.11,0.09110382885758465,0.62,0.006175729289318258,2.26,0.022627002028627767,1.22,0.012162309136390935
34,selva,141320,10068,5882,9337,2398,4062,3905,176972,79.85,0.798544402504351,5.69,0.056890355536469046,3.32,0.03323689623217232,5.28,0.052759758605881155,1.36,0.013550166127975046,2.3,0.022952783491173745,2.21,0.022065637501977715
35,solsones,12102,615,85,612,61,162,48,13685,88.43,0.8843259042747533,4.49,0.04493971501644136,0.62,0.006211180124223602,4.47,0.04472049689440994,0.45,0.004457435147972233,1.18,0.011837778589696748,0.35,0.0035074899525027402
36,tarragones,216607,10742,4276,16311,1985,9251,4504,263676,82.15,0.8214892519607397,4.07,0.040739392284470335,1.62,0.016216872221969388,6.19,0.06186001001228781,0.75,0.007528178522125639,3.51,0.03508472519303994,1.71,0.017081569805367194
37,terra alta,9852,981,130,116,90,104,146,11419,86.28,0.8627725720290743,8.59,0.08590944916367457,1.14,0.011384534547683685,1.02,0.010158507750240827,0.79,0.00788160084070409,0.91,0.009107627638146949,1.28,0.012785708030475523
38,urgell,30115,2333,645,3349,178,551,199,37370,80.59,0.8058603157613059,6.24,0.06242975648916243,1.73,0.01725983409151726,8.96,0.08961734011238962,0.48,0.004763179020604763,1.47,0.014744447417714744,0.53,0.005325127107305325
39,aran,8570,838,97,259,107,329,43,10243,83.67,0.8366689446451235,8.18,0.08181196914966318,0.95,0.009469881870545739,2.53,0.025285560870838622,1.04,0.0104461583520453,3.21,0.032119496241335546,0.42,0.004197988870448111
40,valles occidental,830725,18305,5869,33882,11005,26862,11708,938356,88.53,0.8852983302712404,1.95,0.01950752166555124,0.63,0.0062545558402141615,3.61,0.03610783114297772,1.17,0.011727958258912395,2.86,0.028626661949196254,1.25,0.01247714087190789
41,valles oriental,378367,6926,2412,14359,2789,8346,3559,416758,90.79,0.9078817923111254,1.66,0.016618757168428682,0.58,0.005787531373123011,3.45,0.034454047672750135,0.67,0.006692133084427894,2.0,0.02002601029854256,0.85,0.008539728091602321
42,moianes,13068,282,96,326,70,320,226,14388,90.83,0.908256880733945,1.96,0.019599666388657216,0.67,0.006672226855713094,2.27,0.022657770364192382,0.49,0.004865165415624131,2.22,0.022240756185710316,1.57,0.01570753405615791
