Curs;Estudi;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Naturalesa;Titularitat;Nivell;Sexe;Concert;Resultat de l'avaluació;Alumnes avaluats
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;2;DONA;SI;NO PROMOCIONEN;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;2;DONA;SI;PROMOCIONEN AMB PENDENTS;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;2;DONA;SI;PROMOCIONEN SENSE PENDENTS;143
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;2;HOME;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;2;HOME;SI;PROMOCIONEN AMB PENDENTS;24
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;2;HOME;SI;PROMOCIONEN SENSE PENDENTS;157
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;3;DONA;SI;PROMOCIONEN AMB PENDENTS;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;3;DONA;SI;PROMOCIONEN SENSE PENDENTS;146
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;3;HOME;SI;NO PROMOCIONEN;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;3;HOME;SI;PROMOCIONEN AMB PENDENTS;44
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;3;HOME;SI;PROMOCIONEN SENSE PENDENTS;115
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;4;DONA;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;4;DONA;SI;PROMOCIONEN SENSE PENDENTS;142
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;4;HOME;SI;NO PROMOCIONEN;12
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;4;HOME;SI;PROMOCIONEN SENSE PENDENTS;138
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;FUNDACIONS;4;NINF;SI;PROMOCIONEN AMB PENDENTS;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;DONA;SI;NO PROMOCIONEN;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;DONA;SI;PROMOCIONEN AMB PENDENTS;25
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;DONA;SI;PROMOCIONEN SENSE PENDENTS;144
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;HOME;SI;NO PROMOCIONEN;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;HOME;SI;PROMOCIONEN AMB PENDENTS;46
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;HOME;SI;PROMOCIONEN SENSE PENDENTS;144
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;DONA;SI;NO PROMOCIONEN;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;DONA;SI;PROMOCIONEN AMB PENDENTS;29
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;DONA;SI;PROMOCIONEN SENSE PENDENTS;145
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;HOME;SI;NO PROMOCIONEN;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;HOME;SI;PROMOCIONEN AMB PENDENTS;40
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;HOME;SI;PROMOCIONEN SENSE PENDENTS;163
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;DONA;SI;NO PROMOCIONEN;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;DONA;SI;PROMOCIONEN AMB PENDENTS;24
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;DONA;SI;PROMOCIONEN SENSE PENDENTS;141
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;HOME;SI;NO PROMOCIONEN;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;HOME;SI;PROMOCIONEN AMB PENDENTS;33
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;HOME;SI;PROMOCIONEN SENSE PENDENTS;146
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;4;DONA;SI;NO PROMOCIONEN;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;4;DONA;SI;PROMOCIONEN SENSE PENDENTS;156
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;4;HOME;SI;NO PROMOCIONEN;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;4;HOME;SI;PROMOCIONEN SENSE PENDENTS;138
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;4;NINF;SI;PROMOCIONEN AMB PENDENTS;32
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;4;NINF;SI;PROMOCIONEN SENSE PENDENTS;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;1;DONA;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;1;DONA;SI;PROMOCIONEN AMB PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;1;DONA;SI;PROMOCIONEN SENSE PENDENTS;37
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;1;HOME;SI;PROMOCIONEN AMB PENDENTS;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;1;HOME;SI;PROMOCIONEN SENSE PENDENTS;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;2;DONA;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;2;DONA;SI;PROMOCIONEN AMB PENDENTS;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;2;DONA;SI;PROMOCIONEN SENSE PENDENTS;31
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;2;HOME;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;2;HOME;SI;PROMOCIONEN AMB PENDENTS;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;2;HOME;SI;PROMOCIONEN SENSE PENDENTS;38
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;3;DONA;SI;PROMOCIONEN AMB PENDENTS;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;3;DONA;SI;PROMOCIONEN SENSE PENDENTS;41
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;3;HOME;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;3;HOME;SI;PROMOCIONEN AMB PENDENTS;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;3;HOME;SI;PROMOCIONEN SENSE PENDENTS;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;4;DONA;SI;NO PROMOCIONEN;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;4;DONA;SI;PROMOCIONEN SENSE PENDENTS;34
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;4;HOME;SI;NO PROMOCIONEN;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PRIVAT;SOCIETATS MERCANTILS;4;HOME;SI;PROMOCIONEN SENSE PENDENTS;45
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;NO PROMOCIONEN;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN AMB PENDENTS;99
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN SENSE PENDENTS;232
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;NO PROMOCIONEN;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN AMB PENDENTS;174
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN SENSE PENDENTS;222
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;NO PROMOCIONEN;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN AMB PENDENTS;124
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN SENSE PENDENTS;250
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;NO PROMOCIONEN;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN AMB PENDENTS;199
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN SENSE PENDENTS;194
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;NO PROMOCIONEN;11
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN AMB PENDENTS;120
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN SENSE PENDENTS;236
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;NO PROMOCIONEN;12
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN AMB PENDENTS;171
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN SENSE PENDENTS;178
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;NO PROMOCIONEN;28
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN AMB PENDENTS;74
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN SENSE PENDENTS;205
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;NO PROMOCIONEN;49
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN AMB PENDENTS;96
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN SENSE PENDENTS;194
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;1;DONA;SI;PROMOCIONEN AMB PENDENTS;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;1;DONA;SI;PROMOCIONEN SENSE PENDENTS;22
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;1;HOME;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;1;HOME;SI;PROMOCIONEN AMB PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;1;HOME;SI;PROMOCIONEN SENSE PENDENTS;26
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;2;DONA;SI;PROMOCIONEN AMB PENDENTS;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;2;DONA;SI;PROMOCIONEN SENSE PENDENTS;24
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;2;HOME;SI;PROMOCIONEN AMB PENDENTS;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;2;HOME;SI;PROMOCIONEN SENSE PENDENTS;19
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;3;DONA;SI;PROMOCIONEN AMB PENDENTS;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;3;DONA;SI;PROMOCIONEN SENSE PENDENTS;22
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;3;HOME;SI;PROMOCIONEN AMB PENDENTS;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;3;HOME;SI;PROMOCIONEN SENSE PENDENTS;28
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;4;DONA;SI;PROMOCIONEN SENSE PENDENTS;32
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PRIVAT;SOCIETATS MERCANTILS;4;HOME;SI;PROMOCIONEN SENSE PENDENTS;27
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN AMB PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN SENSE PENDENTS;27
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;NO PROMOCIONEN;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN AMB PENDENTS;21
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN SENSE PENDENTS;34
